sales_order_number,order_date,channel,customer_number,payment_method,product_number,product_name,variant_size,variant_color,quantity,unit_price,net_revenue,unit_cost
AB-2026-11690,2026-06-05,Amazon,K-10498,Kreditkarte,JOG-CL-XS-WEI,Jogger Classic,XS,Weiss,1,64.9,64.9,19.5
AB-2026-11690,2026-06-05,Amazon,K-10498,Kreditkarte,TEE-OVS-L-WEI,T-Shirt Oversized,L,Weiss,1,34.9,34.9,9.0
AB-2026-11691,2026-03-09,Eigener Shop,K-17661,Kreditkarte,TEE-BAS-XL-NAV,T-Shirt Basic,XL,Navy,1,29.9,29.9,7.5
AB-2026-11692,2026-02-07,Zalando,K-16338,Kreditkarte,HOOD-CL-M-OLI,Hoodie Classic,M,Oliv,1,69.9,69.9,21.0
AB-2026-11692,2026-02-07,Zalando,K-16338,Kreditkarte,CAP-LG-S-OLI,Cap Logo,S,Oliv,1,24.9,24.9,6.0
AB-2026-11693,2026-03-14,Amazon,K-18767,PayPal,TEE-BAS-XL-OLI,T-Shirt Basic,XL,Oliv,1,29.9,29.9,7.5
AB-2026-11693,2026-03-14,Amazon,K-18767,PayPal,HOOD-ZP-XS-NAV,Zip-Hoodie Heavy,XS,Navy,1,89.9,89.9,28.0
AB-2026-11694,2026-06-19,Eigener Shop,K-15048,PayPal,TEE-BAS-XS-WEI,T-Shirt Basic,XS,Weiss,1,29.9,29.9,7.5
AB-2026-11695,2026-01-01,Eigener Shop,K-12985,Kreditkarte,KLEID-PR-XS-NAV,Sommerkleid Print,XS,Navy,1,79.9,79.9,24.0
AB-2026-11695,2026-01-01,Eigener Shop,K-12985,Kreditkarte,KLEID-PR-S-NAV,Sommerkleid Print,S,Navy,1,79.9,79.9,24.0
AB-2026-11696,2026-04-20,Eigener Shop,K-17329,Kreditkarte,CAP-LG-XL-OLI,Cap Logo,XL,Oliv,1,24.9,24.9,6.0
AB-2026-11697,2026-02-01,Eigener Shop,K-13088,Kreditkarte,SOCK-3P-XS-NAV,Sneaker Socken 3er-Pack,XS,Navy,1,19.9,19.9,4.8
AB-2026-11698,2026-01-10,Amazon,K-17357,Vorkasse,HOOD-CL-M-NAV,Hoodie Classic,M,Navy,1,69.9,69.9,21.0
AB-2026-11699,2026-06-06,Eigener Shop,K-18877,PayPal,CAP-LG-XS-SCH,Cap Logo,XS,Schwarz,1,24.9,24.9,6.0
AB-2026-11700,2026-05-20,Amazon,K-13835,PayPal,HOOD-ZP-S-OLI,Zip-Hoodie Heavy,S,Oliv,1,89.9,89.9,28.0
AB-2026-11700,2026-05-20,Amazon,K-13835,PayPal,HOOD-CL-XL-WEI,Hoodie Classic,XL,Weiss,1,69.9,69.9,21.0
AB-2026-11701,2026-06-26,Zalando,K-13946,Vorkasse,JOG-CL-XS-WEI,Jogger Classic,XS,Weiss,1,64.9,64.9,19.5
AB-2026-11702,2026-05-20,Eigener Shop,K-10179,PayPal,TEE-OVS-XS-OLI,T-Shirt Oversized,XS,Oliv,1,34.9,34.9,9.0
AB-2026-11702,2026-05-20,Eigener Shop,K-10179,PayPal,TEE-OVS-M-OLI,T-Shirt Oversized,M,Oliv,1,34.9,34.9,9.0
AB-2026-11703,2026-04-23,Eigener Shop,K-11065,Kreditkarte,TEE-OVS-M-OLI,T-Shirt Oversized,M,Oliv,1,34.9,34.9,9.0
AB-2026-11703,2026-04-23,Eigener Shop,K-11065,Kreditkarte,TEE-BAS-XS-NAV,T-Shirt Basic,XS,Navy,1,29.9,29.9,7.5
AB-2026-11704,2026-05-21,Zalando,K-13854,Kreditkarte,HOOD-ZP-L-OLI,Zip-Hoodie Heavy,L,Oliv,1,89.9,89.9,28.0
AB-2026-11705,2026-06-24,Amazon,K-18899,Vorkasse,TEE-BAS-XS-SCH,T-Shirt Basic,XS,Schwarz,1,29.9,29.9,7.5
AB-2026-11705,2026-06-24,Amazon,K-18899,Vorkasse,HOOD-ZP-M-SCH,Zip-Hoodie Heavy,M,Schwarz,1,89.9,89.9,28.0
AB-2026-11706,2026-05-04,Zalando,K-17282,Kreditkarte,TEE-OVS-L-WEI,T-Shirt Oversized,L,Weiss,1,34.9,34.9,9.0
AB-2026-11706,2026-05-04,Zalando,K-17282,Kreditkarte,KLEID-PR-L-WEI,Sommerkleid Print,L,Weiss,1,79.9,79.9,24.0
AB-2026-11706,2026-05-04,Zalando,K-17282,Kreditkarte,JOG-CL-XS-SCH,Jogger Classic,XS,Schwarz,1,64.9,64.9,19.5
AB-2026-11707,2026-06-15,Eigener Shop,K-10141,Rechnungskauf,TEE-OVS-M-NAV,T-Shirt Oversized,M,Navy,1,34.9,34.9,9.0
AB-2026-11708,2026-05-27,Amazon,K-18709,Rechnungskauf,JOG-CL-S-OLI,Jogger Classic,S,Oliv,1,64.9,64.9,19.5
AB-2026-11709,2026-01-26,Eigener Shop,K-11249,Rechnungskauf,TEE-OVS-L-SCH,T-Shirt Oversized,L,Schwarz,1,34.9,34.9,9.0
AB-2026-11709,2026-01-26,Eigener Shop,K-11249,Rechnungskauf,HOOD-ZP-XS-SCH,Zip-Hoodie Heavy,XS,Schwarz,1,89.9,89.9,28.0
AB-2026-11710,2026-01-30,Amazon,K-15508,PayPal,TEE-BAS-S-WEI,T-Shirt Basic,S,Weiss,1,29.9,29.9,7.5
AB-2026-11711,2026-05-11,Amazon,K-13069,Vorkasse,TEE-OVS-S-SCH,T-Shirt Oversized,S,Schwarz,1,34.9,34.9,9.0
AB-2026-11712,2026-01-17,Amazon,K-18122,Kreditkarte,KLEID-PR-M-NAV,Sommerkleid Print,M,Navy,1,79.9,79.9,24.0
AB-2026-11713,2026-02-10,Eigener Shop,K-11667,PayPal,KLEID-PR-XS-WEI,Sommerkleid Print,XS,Weiss,1,79.9,79.9,24.0
AB-2026-11713,2026-02-10,Eigener Shop,K-11667,PayPal,JOG-CL-XL-OLI,Jogger Classic,XL,Oliv,1,64.9,64.9,19.5
AB-2026-11714,2026-05-17,Zalando,K-19495,PayPal,TEE-OVS-L-OLI,T-Shirt Oversized,L,Oliv,1,34.9,34.9,9.0
AB-2026-11715,2026-06-15,Eigener Shop,K-11204,Kreditkarte,KLEID-PR-L-WEI,Sommerkleid Print,L,Weiss,1,79.9,79.9,24.0
AB-2026-11716,2026-04-11,Eigener Shop,K-19765,PayPal,SOCK-3P-XS-SCH,Sneaker Socken 3er-Pack,XS,Schwarz,1,19.9,19.9,4.8
AB-2026-11717,2026-02-13,Amazon,K-15740,Kreditkarte,HOOD-ZP-XL-NAV,Zip-Hoodie Heavy,XL,Navy,1,89.9,89.9,28.0
AB-2026-11718,2026-01-13,Eigener Shop,K-17251,PayPal,HOOD-CL-L-NAV,Hoodie Classic,L,Navy,1,69.9,69.9,21.0
AB-2026-11719,2026-02-03,Eigener Shop,K-15989,Kreditkarte,SOCK-3P-M-OLI,Sneaker Socken 3er-Pack,M,Oliv,1,19.9,19.9,4.8
AB-2026-11719,2026-02-03,Eigener Shop,K-15989,Kreditkarte,TEE-OVS-L-OLI,T-Shirt Oversized,L,Oliv,1,34.9,34.9,9.0
AB-2026-11720,2026-02-28,Eigener Shop,K-16075,PayPal,HOOD-ZP-S-OLI,Zip-Hoodie Heavy,S,Oliv,1,89.9,89.9,28.0
AB-2026-11720,2026-02-28,Eigener Shop,K-16075,PayPal,TEE-BAS-M-OLI,T-Shirt Basic,M,Oliv,1,29.9,29.9,7.5
AB-2026-11721,2026-04-24,Eigener Shop,K-10533,Vorkasse,CAP-LG-M-SCH,Cap Logo,M,Schwarz,1,24.9,24.9,6.0
AB-2026-11721,2026-04-24,Eigener Shop,K-10533,Vorkasse,TEE-OVS-XS-SCH,T-Shirt Oversized,XS,Schwarz,1,34.9,34.9,9.0
AB-2026-11722,2026-03-26,Eigener Shop,K-16026,Kreditkarte,TEE-BAS-M-NAV,T-Shirt Basic,M,Navy,1,29.9,29.9,7.5
AB-2026-11723,2026-04-12,Amazon,K-10706,Kreditkarte,CAP-LG-S-WEI,Cap Logo,S,Weiss,1,24.9,24.9,6.0
AB-2026-11723,2026-04-12,Amazon,K-10706,Kreditkarte,TEE-BAS-XL-WEI,T-Shirt Basic,XL,Weiss,1,29.9,29.9,7.5
AB-2026-11724,2026-04-11,Eigener Shop,K-10442,PayPal,CAP-LG-S-OLI,Cap Logo,S,Oliv,1,24.9,24.9,6.0
AB-2026-11724,2026-04-11,Eigener Shop,K-10442,PayPal,CAP-LG-M-OLI,Cap Logo,M,Oliv,1,24.9,24.9,6.0
AB-2026-11724,2026-04-11,Eigener Shop,K-10442,PayPal,JOG-CL-XS-OLI,Jogger Classic,XS,Oliv,1,64.9,64.9,19.5
AB-2026-11724,2026-04-11,Eigener Shop,K-10442,PayPal,JOG-CL-M-OLI,Jogger Classic,M,Oliv,1,64.9,64.9,19.5
AB-2026-11724,2026-04-11,Eigener Shop,K-10442,PayPal,HOOD-CL-L-NAV,Hoodie Classic,L,Navy,1,69.9,69.9,21.0
AB-2026-11724,2026-04-11,Eigener Shop,K-10442,PayPal,HOOD-CL-M-NAV,Hoodie Classic,M,Navy,1,69.9,69.9,21.0
AB-2026-11725,2026-06-20,Eigener Shop,K-19358,Kreditkarte,HOOD-ZP-XS-OLI,Zip-Hoodie Heavy,XS,Oliv,1,89.9,89.9,28.0
AB-2026-11725,2026-06-20,Eigener Shop,K-19358,Kreditkarte,HOOD-CL-L-NAV,Hoodie Classic,L,Navy,1,69.9,69.9,21.0
AB-2026-11726,2026-04-02,Amazon,K-13479,PayPal,HOOD-ZP-S-NAV,Zip-Hoodie Heavy,S,Navy,1,89.9,89.9,28.0
AB-2026-11727,2026-02-18,Amazon,K-11683,PayPal,TEE-BAS-XS-SCH,T-Shirt Basic,XS,Schwarz,1,29.9,29.9,7.5
AB-2026-11727,2026-02-18,Amazon,K-11683,PayPal,KLEID-PR-L-SCH,Sommerkleid Print,L,Schwarz,1,79.9,79.9,24.0
AB-2026-11728,2026-06-03,Zalando,K-16549,Vorkasse,KLEID-PR-XL-WEI,Sommerkleid Print,XL,Weiss,1,79.9,79.9,24.0
AB-2026-11729,2026-03-24,Eigener Shop,K-19380,Rechnungskauf,SOCK-3P-S-NAV,Sneaker Socken 3er-Pack,S,Navy,1,19.9,19.9,4.8
AB-2026-11730,2026-04-20,Eigener Shop,K-18463,Rechnungskauf,KLEID-PR-M-SCH,Sommerkleid Print,M,Schwarz,1,79.9,79.9,24.0
AB-2026-11731,2026-05-29,Eigener Shop,K-11452,PayPal,CAP-LG-S-WEI,Cap Logo,S,Weiss,1,24.9,24.9,6.0
AB-2026-11732,2026-02-10,Eigener Shop,K-14480,Rechnungskauf,TEE-OVS-XL-OLI,T-Shirt Oversized,XL,Oliv,1,34.9,34.9,9.0
AB-2026-11733,2026-01-06,Amazon,K-11899,PayPal,JOG-CL-XL-WEI,Jogger Classic,XL,Weiss,1,64.9,64.9,19.5
AB-2026-11733,2026-01-06,Amazon,K-11899,PayPal,HOOD-CL-XL-WEI,Hoodie Classic,XL,Weiss,1,69.9,69.9,21.0
AB-2026-11734,2026-06-03,Eigener Shop,K-10947,Vorkasse,CAP-LG-XL-NAV,Cap Logo,XL,Navy,1,24.9,24.9,6.0
AB-2026-11734,2026-06-03,Eigener Shop,K-10947,Vorkasse,TEE-OVS-S-NAV,T-Shirt Oversized,S,Navy,1,34.9,34.9,9.0
AB-2026-11734,2026-06-03,Eigener Shop,K-10947,Vorkasse,HOOD-ZP-S-OLI,Zip-Hoodie Heavy,S,Oliv,1,89.9,89.9,28.0
AB-2026-11735,2026-05-08,Eigener Shop,K-17908,Vorkasse,TEE-BAS-M-SCH,T-Shirt Basic,M,Schwarz,1,29.9,29.9,7.5
AB-2026-11735,2026-05-08,Eigener Shop,K-17908,Vorkasse,HOOD-ZP-L-SCH,Zip-Hoodie Heavy,L,Schwarz,1,89.9,89.9,28.0
AB-2026-11736,2026-01-30,Amazon,K-18756,PayPal,HOOD-ZP-L-OLI,Zip-Hoodie Heavy,L,Oliv,1,89.9,89.9,28.0
AB-2026-11737,2026-06-22,Amazon,K-11498,Kreditkarte,KLEID-PR-L-OLI,Sommerkleid Print,L,Oliv,1,79.9,79.9,24.0
AB-2026-11737,2026-06-22,Amazon,K-11498,Kreditkarte,HOOD-CL-XS-OLI,Hoodie Classic,XS,Oliv,1,69.9,69.9,21.0
AB-2026-11737,2026-06-22,Amazon,K-11498,Kreditkarte,SOCK-3P-L-WEI,Sneaker Socken 3er-Pack,L,Weiss,1,19.9,19.9,4.8
AB-2026-11738,2026-05-04,Eigener Shop,K-18464,Rechnungskauf,HOOD-ZP-XL-OLI,Zip-Hoodie Heavy,XL,Oliv,1,89.9,89.9,28.0
AB-2026-11739,2026-05-26,Eigener Shop,K-15379,Kreditkarte,TEE-OVS-XS-NAV,T-Shirt Oversized,XS,Navy,1,34.9,34.9,9.0
AB-2026-11740,2026-03-01,Eigener Shop,K-18742,PayPal,CAP-LG-L-SCH,Cap Logo,L,Schwarz,1,24.9,24.9,6.0
AB-2026-11741,2026-06-09,Zalando,K-15071,Vorkasse,SOCK-3P-M-SCH,Sneaker Socken 3er-Pack,M,Schwarz,1,19.9,19.9,4.8
AB-2026-11741,2026-06-09,Zalando,K-15071,Vorkasse,SOCK-3P-S-SCH,Sneaker Socken 3er-Pack,S,Schwarz,1,19.9,19.9,4.8
AB-2026-11741,2026-06-09,Zalando,K-15071,Vorkasse,HOOD-CL-M-NAV,Hoodie Classic,M,Navy,1,69.9,69.9,21.0
AB-2026-11741,2026-06-09,Zalando,K-15071,Vorkasse,HOOD-CL-S-NAV,Hoodie Classic,S,Navy,1,69.9,69.9,21.0
AB-2026-11742,2026-06-18,Eigener Shop,K-13804,Vorkasse,HOOD-CL-M-SCH,Hoodie Classic,M,Schwarz,1,69.9,69.9,21.0
AB-2026-11742,2026-06-18,Eigener Shop,K-13804,Vorkasse,SOCK-3P-XL-WEI,Sneaker Socken 3er-Pack,XL,Weiss,1,19.9,19.9,4.8
AB-2026-11742,2026-06-18,Eigener Shop,K-13804,Vorkasse,HOOD-CL-L-NAV,Hoodie Classic,L,Navy,1,69.9,69.9,21.0
AB-2026-11743,2026-05-04,Amazon,K-11442,PayPal,HOOD-CL-S-SCH,Hoodie Classic,S,Schwarz,1,69.9,69.9,21.0
AB-2026-11744,2026-04-30,Zalando,K-10763,Kreditkarte,JOG-CL-XL-OLI,Jogger Classic,XL,Oliv,1,64.9,64.9,19.5
AB-2026-11744,2026-04-30,Zalando,K-10763,Kreditkarte,TEE-OVS-XS-OLI,T-Shirt Oversized,XS,Oliv,1,34.9,34.9,9.0
AB-2026-11745,2026-01-04,Amazon,K-15837,Rechnungskauf,TEE-OVS-XS-OLI,T-Shirt Oversized,XS,Oliv,1,34.9,34.9,9.0
AB-2026-11745,2026-01-04,Amazon,K-15837,Rechnungskauf,JOG-CL-XL-WEI,Jogger Classic,XL,Weiss,1,64.9,64.9,19.5
AB-2026-11746,2026-03-06,Eigener Shop,K-10870,PayPal,KLEID-PR-XL-SCH,Sommerkleid Print,XL,Schwarz,1,79.9,79.9,24.0
AB-2026-11747,2026-03-04,Zalando,K-14679,Kreditkarte,HOOD-ZP-M-NAV,Zip-Hoodie Heavy,M,Navy,1,89.9,89.9,28.0
AB-2026-11747,2026-03-04,Zalando,K-14679,Kreditkarte,HOOD-CL-M-NAV,Hoodie Classic,M,Navy,1,69.9,69.9,21.0
AB-2026-11748,2026-01-04,Amazon,K-19666,Vorkasse,HOOD-CL-S-OLI,Hoodie Classic,S,Oliv,1,69.9,69.9,21.0
AB-2026-11748,2026-01-04,Amazon,K-19666,Vorkasse,HOOD-ZP-M-WEI,Zip-Hoodie Heavy,M,Weiss,1,89.9,89.9,28.0
AB-2026-11749,2026-06-18,Amazon,K-11226,Vorkasse,HOOD-CL-XS-OLI,Hoodie Classic,XS,Oliv,1,69.9,69.9,21.0
AB-2026-11750,2026-04-13,Eigener Shop,K-18128,Rechnungskauf,SOCK-3P-S-NAV,Sneaker Socken 3er-Pack,S,Navy,1,19.9,19.9,4.8
AB-2026-11751,2026-04-01,Eigener Shop,K-10796,Rechnungskauf,JOG-CL-L-NAV,Jogger Classic,L,Navy,1,64.9,64.9,19.5
AB-2026-11752,2026-05-26,Eigener Shop,K-16927,PayPal,HOOD-CL-M-WEI,Hoodie Classic,M,Weiss,1,69.9,69.9,21.0
AB-2026-11752,2026-05-26,Eigener Shop,K-16927,PayPal,HOOD-CL-S-WEI,Hoodie Classic,S,Weiss,1,69.9,69.9,21.0
AB-2026-11753,2026-05-21,Eigener Shop,K-13220,Rechnungskauf,KLEID-PR-XL-WEI,Sommerkleid Print,XL,Weiss,1,79.9,79.9,24.0
AB-2026-11754,2026-02-18,Eigener Shop,K-14209,Vorkasse,HOOD-CL-M-WEI,Hoodie Classic,M,Weiss,1,69.9,69.9,21.0
AB-2026-11755,2026-02-07,Zalando,K-10205,PayPal,TEE-OVS-L-WEI,T-Shirt Oversized,L,Weiss,1,34.9,34.9,9.0
AB-2026-11756,2026-02-26,Eigener Shop,K-11453,PayPal,SOCK-3P-M-OLI,Sneaker Socken 3er-Pack,M,Oliv,1,19.9,19.9,4.8
AB-2026-11756,2026-02-26,Eigener Shop,K-11453,PayPal,CAP-LG-L-NAV,Cap Logo,L,Navy,1,24.9,24.9,6.0
AB-2026-11756,2026-02-26,Eigener Shop,K-11453,PayPal,HOOD-CL-XL-NAV,Hoodie Classic,XL,Navy,1,69.9,69.9,21.0
AB-2026-11757,2026-01-21,Eigener Shop,K-15619,PayPal,HOOD-ZP-S-OLI,Zip-Hoodie Heavy,S,Oliv,1,89.9,89.9,28.0
AB-2026-11757,2026-01-21,Eigener Shop,K-15619,PayPal,JOG-CL-L-NAV,Jogger Classic,L,Navy,1,64.9,64.9,19.5
AB-2026-11758,2026-03-20,Amazon,K-11509,Vorkasse,CAP-LG-M-OLI,Cap Logo,M,Oliv,1,24.9,24.9,6.0
AB-2026-11759,2026-02-25,Eigener Shop,K-13520,PayPal,JOG-CL-XL-OLI,Jogger Classic,XL,Oliv,1,64.9,64.9,19.5
AB-2026-11759,2026-02-25,Eigener Shop,K-13520,PayPal,TEE-OVS-M-SCH,T-Shirt Oversized,M,Schwarz,1,34.9,34.9,9.0
AB-2026-11760,2026-05-03,Amazon,K-10649,Kreditkarte,HOOD-ZP-XS-OLI,Zip-Hoodie Heavy,XS,Oliv,1,89.9,89.9,28.0
AB-2026-11761,2026-06-19,Eigener Shop,K-14989,Rechnungskauf,SOCK-3P-M-NAV,Sneaker Socken 3er-Pack,M,Navy,1,19.9,19.9,4.8
AB-2026-11762,2026-05-26,Eigener Shop,K-10063,Rechnungskauf,KLEID-PR-L-SCH,Sommerkleid Print,L,Schwarz,1,79.9,79.9,24.0
AB-2026-11763,2026-04-23,Amazon,K-11558,Rechnungskauf,JOG-CL-S-WEI,Jogger Classic,S,Weiss,1,64.9,64.9,19.5
AB-2026-11763,2026-04-23,Amazon,K-11558,Rechnungskauf,TEE-OVS-L-WEI,T-Shirt Oversized,L,Weiss,1,34.9,34.9,9.0
AB-2026-11764,2026-02-19,Eigener Shop,K-16874,Rechnungskauf,JOG-CL-M-SCH,Jogger Classic,M,Schwarz,1,64.9,64.9,19.5
AB-2026-11765,2026-04-10,Eigener Shop,K-18642,Rechnungskauf,CAP-LG-M-OLI,Cap Logo,M,Oliv,1,24.9,24.9,6.0
AB-2026-11765,2026-04-10,Eigener Shop,K-18642,Rechnungskauf,SOCK-3P-M-SCH,Sneaker Socken 3er-Pack,M,Schwarz,1,19.9,19.9,4.8
AB-2026-11766,2026-03-02,Eigener Shop,K-16254,PayPal,SOCK-3P-XL-NAV,Sneaker Socken 3er-Pack,XL,Navy,1,19.9,19.9,4.8
AB-2026-11767,2026-01-23,Amazon,K-11022,Kreditkarte,TEE-OVS-L-OLI,T-Shirt Oversized,L,Oliv,1,34.9,34.9,9.0
AB-2026-11768,2026-06-02,Eigener Shop,K-16178,Kreditkarte,SOCK-3P-XS-NAV,Sneaker Socken 3er-Pack,XS,Navy,1,19.9,19.9,4.8
AB-2026-11768,2026-06-02,Eigener Shop,K-16178,Kreditkarte,SOCK-3P-S-NAV,Sneaker Socken 3er-Pack,S,Navy,1,19.9,19.9,4.8
AB-2026-11769,2026-01-10,Eigener Shop,K-17213,Vorkasse,KLEID-PR-XL-SCH,Sommerkleid Print,XL,Schwarz,1,79.9,79.9,24.0
AB-2026-11769,2026-01-10,Eigener Shop,K-17213,Vorkasse,HOOD-CL-S-OLI,Hoodie Classic,S,Oliv,1,69.9,69.9,21.0
AB-2026-11770,2026-04-30,Amazon,K-11116,PayPal,HOOD-ZP-XS-SCH,Zip-Hoodie Heavy,XS,Schwarz,1,89.9,89.9,28.0
AB-2026-11771,2026-04-03,Eigener Shop,K-10442,PayPal,HOOD-ZP-XL-NAV,Zip-Hoodie Heavy,XL,Navy,1,89.9,89.9,28.0
AB-2026-11771,2026-04-03,Eigener Shop,K-10442,PayPal,HOOD-ZP-L-NAV,Zip-Hoodie Heavy,L,Navy,1,89.9,89.9,28.0
AB-2026-11771,2026-04-03,Eigener Shop,K-10442,PayPal,CAP-LG-L-SCH,Cap Logo,L,Schwarz,1,24.9,24.9,6.0
AB-2026-11771,2026-04-03,Eigener Shop,K-10442,PayPal,CAP-LG-S-SCH,Cap Logo,S,Schwarz,1,24.9,24.9,6.0
AB-2026-11771,2026-04-03,Eigener Shop,K-10442,PayPal,JOG-CL-S-SCH,Jogger Classic,S,Schwarz,1,64.9,64.9,19.5
AB-2026-11771,2026-04-03,Eigener Shop,K-10442,PayPal,JOG-CL-L-SCH,Jogger Classic,L,Schwarz,1,64.9,64.9,19.5
AB-2026-11772,2026-06-27,Eigener Shop,K-13142,Rechnungskauf,SOCK-3P-M-SCH,Sneaker Socken 3er-Pack,M,Schwarz,1,19.9,19.9,4.8
AB-2026-11772,2026-06-27,Eigener Shop,K-13142,Rechnungskauf,HOOD-ZP-XL-SCH,Zip-Hoodie Heavy,XL,Schwarz,1,89.9,89.9,28.0
AB-2026-11773,2026-05-10,Eigener Shop,K-19995,PayPal,CAP-LG-XS-WEI,Cap Logo,XS,Weiss,1,24.9,24.9,6.0
AB-2026-11774,2026-01-20,Eigener Shop,K-19558,Kreditkarte,JOG-CL-M-OLI,Jogger Classic,M,Oliv,1,64.9,64.9,19.5
AB-2026-11775,2026-05-08,Amazon,K-17951,Rechnungskauf,SOCK-3P-M-NAV,Sneaker Socken 3er-Pack,M,Navy,1,19.9,19.9,4.8
AB-2026-11776,2026-03-02,Amazon,K-14788,Rechnungskauf,TEE-OVS-S-OLI,T-Shirt Oversized,S,Oliv,1,34.9,34.9,9.0
AB-2026-11777,2026-01-04,Eigener Shop,K-11374,Rechnungskauf,SOCK-3P-L-NAV,Sneaker Socken 3er-Pack,L,Navy,1,19.9,19.9,4.8
AB-2026-11778,2026-05-30,Eigener Shop,K-18933,PayPal,JOG-CL-XS-SCH,Jogger Classic,XS,Schwarz,1,64.9,64.9,19.5
AB-2026-11778,2026-05-30,Eigener Shop,K-18933,PayPal,JOG-CL-L-NAV,Jogger Classic,L,Navy,1,64.9,64.9,19.5
AB-2026-11778,2026-05-30,Eigener Shop,K-18933,PayPal,TEE-OVS-M-WEI,T-Shirt Oversized,M,Weiss,1,34.9,34.9,9.0
AB-2026-11779,2026-01-30,Zalando,K-11403,Rechnungskauf,KLEID-PR-XS-SCH,Sommerkleid Print,XS,Schwarz,1,79.9,79.9,24.0
AB-2026-11780,2026-04-25,Amazon,K-17736,Vorkasse,CAP-LG-XS-NAV,Cap Logo,XS,Navy,1,24.9,24.9,6.0
AB-2026-11781,2026-04-17,Eigener Shop,K-12165,PayPal,KLEID-PR-S-SCH,Sommerkleid Print,S,Schwarz,1,79.9,79.9,24.0
AB-2026-11781,2026-04-17,Eigener Shop,K-12165,PayPal,TEE-BAS-S-SCH,T-Shirt Basic,S,Schwarz,1,29.9,29.9,7.5
AB-2026-11782,2026-03-14,Amazon,K-16755,Rechnungskauf,KLEID-PR-XL-NAV,Sommerkleid Print,XL,Navy,1,79.9,79.9,24.0
AB-2026-11782,2026-03-14,Amazon,K-16755,Rechnungskauf,JOG-CL-L-SCH,Jogger Classic,L,Schwarz,1,64.9,64.9,19.5
AB-2026-11782,2026-03-14,Amazon,K-16755,Rechnungskauf,TEE-OVS-M-NAV,T-Shirt Oversized,M,Navy,1,34.9,34.9,9.0
AB-2026-11783,2026-04-29,Amazon,K-13834,Rechnungskauf,JOG-CL-XL-SCH,Jogger Classic,XL,Schwarz,1,64.9,64.9,19.5
AB-2026-11784,2026-03-30,Eigener Shop,K-13252,PayPal,TEE-OVS-S-OLI,T-Shirt Oversized,S,Oliv,1,34.9,34.9,9.0
AB-2026-11784,2026-03-30,Eigener Shop,K-13252,PayPal,JOG-CL-S-WEI,Jogger Classic,S,Weiss,1,64.9,64.9,19.5
AB-2026-11784,2026-03-30,Eigener Shop,K-13252,PayPal,KLEID-PR-L-OLI,Sommerkleid Print,L,Oliv,1,79.9,79.9,24.0
AB-2026-11785,2026-06-04,Eigener Shop,K-13994,Kreditkarte,SOCK-3P-S-WEI,Sneaker Socken 3er-Pack,S,Weiss,1,19.9,19.9,4.8
AB-2026-11785,2026-06-04,Eigener Shop,K-13994,Kreditkarte,HOOD-ZP-M-WEI,Zip-Hoodie Heavy,M,Weiss,1,89.9,89.9,28.0
AB-2026-11786,2026-05-20,Eigener Shop,K-17068,Kreditkarte,SOCK-3P-L-WEI,Sneaker Socken 3er-Pack,L,Weiss,1,19.9,19.9,4.8
AB-2026-11786,2026-05-20,Eigener Shop,K-17068,Kreditkarte,JOG-CL-XL-SCH,Jogger Classic,XL,Schwarz,1,64.9,64.9,19.5
AB-2026-11787,2026-02-01,Amazon,K-12263,Rechnungskauf,JOG-CL-XL-SCH,Jogger Classic,XL,Schwarz,1,64.9,64.9,19.5
AB-2026-11787,2026-02-01,Amazon,K-12263,Rechnungskauf,SOCK-3P-XS-WEI,Sneaker Socken 3er-Pack,XS,Weiss,1,19.9,19.9,4.8
AB-2026-11788,2026-01-17,Eigener Shop,K-15643,Kreditkarte,KLEID-PR-M-OLI,Sommerkleid Print,M,Oliv,1,79.9,79.9,24.0
AB-2026-11789,2026-04-16,Eigener Shop,K-15230,PayPal,TEE-OVS-XL-SCH,T-Shirt Oversized,XL,Schwarz,1,34.9,34.9,9.0
AB-2026-11790,2026-04-17,Amazon,K-15562,Rechnungskauf,HOOD-CL-XL-OLI,Hoodie Classic,XL,Oliv,1,69.9,69.9,21.0
AB-2026-11791,2026-02-09,Eigener Shop,K-14899,Kreditkarte,TEE-OVS-S-WEI,T-Shirt Oversized,S,Weiss,1,34.9,34.9,9.0
AB-2026-11792,2026-02-05,Zalando,K-15575,PayPal,TEE-BAS-M-WEI,T-Shirt Basic,M,Weiss,1,29.9,29.9,7.5
AB-2026-11793,2026-01-25,Eigener Shop,K-12713,Kreditkarte,TEE-BAS-XS-NAV,T-Shirt Basic,XS,Navy,1,29.9,29.9,7.5
AB-2026-11793,2026-01-25,Eigener Shop,K-12713,Kreditkarte,JOG-CL-M-OLI,Jogger Classic,M,Oliv,1,64.9,64.9,19.5
AB-2026-11794,2026-05-27,Eigener Shop,K-10719,PayPal,TEE-OVS-M-WEI,T-Shirt Oversized,M,Weiss,1,34.9,34.9,9.0
AB-2026-11794,2026-05-27,Eigener Shop,K-10719,PayPal,TEE-BAS-XL-SCH,T-Shirt Basic,XL,Schwarz,1,29.9,29.9,7.5
AB-2026-11795,2026-02-27,Eigener Shop,K-11767,Rechnungskauf,CAP-LG-M-WEI,Cap Logo,M,Weiss,1,24.9,24.9,6.0
