return_number,return_date,status,progress,sales_order_number,channel,customer_number,payment_method,product_number,product_name,variant_size,variant_color,quantity_returned,return_reason,return_reason_category,refund_amount,return_type
RT-2026-4644,2026-02-24,freigegeben,eingegangen,AB-2026-11754,Eigener Shop,K-14209,Vorkasse,HOOD-CL-M-WEI,Hoodie Classic,M,Weiss,1,Gefaellt nicht,Gutschrift,69.9,kundenretoure
RT-2026-4645,2026-02-12,freigegeben,eingegangen,AB-2026-11757,Eigener Shop,K-15619,PayPal,JOG-CL-L-NAV,Jogger Classic,L,Navy,1,Zu klein,Gutschrift,64.9,kundenretoure
RT-2026-4646,2026-03-20,freigegeben,eingegangen,AB-2026-11759,Eigener Shop,K-13520,PayPal,JOG-CL-XL-OLI,Jogger Classic,XL,Oliv,1,Gefaellt nicht,Gutschrift,64.9,kundenretoure
RT-2026-4647,2026-05-12,freigegeben,eingegangen,AB-2026-11771,Eigener Shop,K-10442,PayPal,HOOD-ZP-XL-NAV,Zip-Hoodie Heavy,XL,Navy,1,Gefaellt nicht,Gutschrift,89.9,kundenretoure
RT-2026-4648,2026-04-14,freigegeben,eingegangen,AB-2026-11771,Eigener Shop,K-10442,PayPal,HOOD-ZP-L-NAV,Zip-Hoodie Heavy,L,Navy,1,Gefaellt nicht,Gutschrift,89.9,kundenretoure
RT-2026-4649,2026-04-10,freigegeben,eingegangen,AB-2026-11771,Eigener Shop,K-10442,PayPal,CAP-LG-L-SCH,Cap Logo,L,Schwarz,1,Zu klein,Gutschrift,24.9,kundenretoure
RT-2026-4650,2026-04-26,freigegeben,eingegangen,AB-2026-11771,Eigener Shop,K-10442,PayPal,CAP-LG-S-SCH,Cap Logo,S,Schwarz,1,Zu gross,Gutschrift,24.9,kundenretoure
RT-2026-4651,2026-04-18,freigegeben,eingegangen,AB-2026-11771,Eigener Shop,K-10442,PayPal,JOG-CL-S-SCH,Jogger Classic,S,Schwarz,1,Gefaellt nicht,Gutschrift,64.9,kundenretoure
RT-2026-4652,2026-05-08,freigegeben,eingegangen,AB-2026-11771,Eigener Shop,K-10442,PayPal,JOG-CL-L-SCH,Jogger Classic,L,Schwarz,1,Nicht mehr benoetigt,Gutschrift,64.9,kundenretoure
RT-2026-4653,2026-05-01,freigegeben,eingegangen,AB-2026-11784,Eigener Shop,K-13252,PayPal,KLEID-PR-L-OLI,Sommerkleid Print,L,Oliv,1,Entspricht nicht dem Foto,Gutschrift,79.9,kundenretoure
RT-2026-4654,2026-06-08,freigegeben,eingegangen,AB-2026-11794,Eigener Shop,K-10719,PayPal,TEE-OVS-M-WEI,T-Shirt Oversized,M,Weiss,1,Falscher Artikel,Ersatzlieferung,34.9,kundenretoure
RT-2026-4655,2026-03-30,freigegeben,eingegangen,AB-2026-11803,Amazon,K-11414,Kreditkarte,KLEID-PR-XS-NAV,Sommerkleid Print,XS,Navy,1,Falscher Artikel,Ersatzlieferung,79.9,kundenretoure
RT-2026-4656,2026-06-28,freigegeben,eingegangen,AB-2026-11807,Eigener Shop,K-16438,PayPal,HOOD-CL-L-OLI,Hoodie Classic,L,Oliv,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-4657,2026-04-01,freigegeben,eingegangen,AB-2026-11808,Eigener Shop,K-13082,PayPal,TEE-OVS-S-OLI,T-Shirt Oversized,S,Oliv,1,Zu klein,Gutschrift,34.9,kundenretoure
RT-2026-4658,2026-03-21,freigegeben,eingegangen,AB-2026-11815,Amazon,K-18353,Vorkasse,TEE-OVS-S-WEI,T-Shirt Oversized,S,Weiss,1,Zu spaet geliefert,Gutschrift,34.9,kundenretoure
RT-2026-4659,2026-02-17,freigegeben,eingegangen,AB-2026-11818,Eigener Shop,K-10939,Kreditkarte,HOOD-CL-L-NAV,Hoodie Classic,L,Navy,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-4660,2026-02-08,freigegeben,eingegangen,AB-2026-11824,Eigener Shop,K-11910,Rechnungskauf,HOOD-ZP-L-NAV,Zip-Hoodie Heavy,L,Navy,1,,Sonstiges,89.9,nicht_abgeholt
RT-2026-4660,2026-02-08,freigegeben,eingegangen,AB-2026-11824,Eigener Shop,K-11910,Rechnungskauf,CAP-LG-XS-WEI,Cap Logo,XS,Weiss,1,,Sonstiges,24.9,nicht_abgeholt
RT-2026-4661,2026-01-21,freigegeben,eingegangen,AB-2026-11828,Amazon,K-15499,Rechnungskauf,SOCK-3P-M-SCH,Sneaker Socken 3er-Pack,M,Schwarz,1,,Sonstiges,19.9,nicht_abgeholt
RT-2026-4661,2026-01-21,freigegeben,eingegangen,AB-2026-11828,Amazon,K-15499,Rechnungskauf,HOOD-CL-XS-WEI,Hoodie Classic,XS,Weiss,1,,Sonstiges,69.9,nicht_abgeholt
RT-2026-4662,2026-04-10,freigegeben,eingegangen,AB-2026-11829,Eigener Shop,K-18810,Rechnungskauf,TEE-OVS-XS-SCH,T-Shirt Oversized,XS,Schwarz,1,,Sonstiges,34.9,nicht_abgeholt
RT-2026-4663,2026-07-31,freigegeben,eingegangen,AB-2026-11836,Amazon,K-13789,Kreditkarte,HOOD-ZP-XS-OLI,Zip-Hoodie Heavy,XS,Oliv,1,Mangelhafte Qualitaet,Gutschrift,89.9,kundenretoure
RT-2026-4664,2026-04-26,freigegeben,eingegangen,AB-2026-11837,Eigener Shop,K-10925,Rechnungskauf,TEE-BAS-S-NAV,T-Shirt Basic,S,Navy,1,Beschaedigt angekommen,Ersatzlieferung,29.9,kundenretoure
RT-2026-4665,2026-05-16,freigegeben,eingegangen,AB-2026-11842,Eigener Shop,K-17503,Kreditkarte,HOOD-CL-L-OLI,Hoodie Classic,L,Oliv,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-4666,2026-02-04,freigegeben,eingegangen,AB-2026-11850,Eigener Shop,K-10580,PayPal,HOOD-CL-XS-OLI,Hoodie Classic,XS,Oliv,1,Beschaedigt angekommen,Ersatzlieferung,69.9,kundenretoure
RT-2026-4667,2026-02-12,freigegeben,eingegangen,AB-2026-11850,Eigener Shop,K-10580,PayPal,HOOD-ZP-S-OLI,Zip-Hoodie Heavy,S,Oliv,1,Gefaellt nicht,Gutschrift,89.9,kundenretoure
RT-2026-4668,2026-02-22,freigegeben,eingegangen,AB-2026-11850,Eigener Shop,K-10580,PayPal,KLEID-PR-S-NAV,Sommerkleid Print,S,Navy,1,Entspricht nicht dem Foto,Gutschrift,79.9,kundenretoure
RT-2026-4669,2026-05-08,freigegeben,eingegangen,AB-2026-11862,Amazon,K-14444,Kreditkarte,HOOD-CL-XL-SCH,Hoodie Classic,XL,Schwarz,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-4670,2026-04-17,freigegeben,eingegangen,AB-2026-11862,Amazon,K-14444,Kreditkarte,HOOD-CL-XS-SCH,Hoodie Classic,XS,Schwarz,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-4671,2026-06-22,freigegeben,eingegangen,AB-2026-11870,Eigener Shop,K-16208,Rechnungskauf,HOOD-CL-S-OLI,Hoodie Classic,S,Oliv,1,Gefaellt nicht,Gutschrift,69.9,kundenretoure
RT-2026-4672,2026-03-11,freigegeben,eingegangen,AB-2026-11872,Eigener Shop,K-12739,Rechnungskauf,HOOD-CL-M-NAV,Hoodie Classic,M,Navy,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-4673,2026-03-20,freigegeben,eingegangen,AB-2026-11872,Eigener Shop,K-12739,Rechnungskauf,HOOD-CL-S-NAV,Hoodie Classic,S,Navy,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-4674,2026-05-16,freigegeben,eingegangen,AB-2026-11883,Amazon,K-14476,Vorkasse,JOG-CL-XS-WEI,Jogger Classic,XS,Weiss,1,Entspricht nicht dem Foto,Gutschrift,64.9,kundenretoure
RT-2026-4675,2026-06-16,freigegeben,eingegangen,AB-2026-11886,Zalando,K-15661,PayPal,TEE-BAS-S-OLI,T-Shirt Basic,S,Oliv,1,Zu klein,Gutschrift,29.9,kundenretoure
RT-2026-4676,2026-02-21,freigegeben,eingegangen,AB-2026-11889,Amazon,K-15334,Rechnungskauf,HOOD-ZP-S-NAV,Zip-Hoodie Heavy,S,Navy,1,,Sonstiges,89.9,nicht_abgeholt
RT-2026-4677,2026-03-31,freigegeben,eingegangen,AB-2026-11890,Zalando,K-19758,Rechnungskauf,TEE-BAS-XL-WEI,T-Shirt Basic,XL,Weiss,1,Gefaellt nicht,Gutschrift,29.9,kundenretoure
RT-2026-4678,2026-02-02,freigegeben,eingegangen,AB-2026-11892,Eigener Shop,K-17441,PayPal,TEE-BAS-XS-OLI,T-Shirt Basic,XS,Oliv,1,Gefaellt nicht,Gutschrift,29.9,kundenretoure
RT-2026-4679,2026-03-02,freigegeben,eingegangen,AB-2026-11895,Zalando,K-18518,Kreditkarte,HOOD-CL-L-SCH,Hoodie Classic,L,Schwarz,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-4680,2026-03-09,freigegeben,eingegangen,AB-2026-11895,Zalando,K-18518,Kreditkarte,HOOD-CL-XS-SCH,Hoodie Classic,XS,Schwarz,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-4681,2026-02-05,freigegeben,eingegangen,AB-2026-11901,Eigener Shop,K-17778,PayPal,HOOD-ZP-XL-WEI,Zip-Hoodie Heavy,XL,Weiss,1,Nicht mehr benoetigt,Gutschrift,89.9,kundenretoure
RT-2026-4682,2026-06-15,freigegeben,eingegangen,AB-2026-11904,Zalando,K-10686,PayPal,KLEID-PR-XL-OLI,Sommerkleid Print,XL,Oliv,1,Zu gross,Gutschrift,79.9,kundenretoure
RT-2026-4683,2026-07-06,freigegeben,eingegangen,AB-2026-11907,Eigener Shop,K-14343,PayPal,TEE-OVS-XS-OLI,T-Shirt Oversized,XS,Oliv,1,Zu spaet geliefert,Gutschrift,34.9,kundenretoure
RT-2026-4684,2026-01-23,freigegeben,eingegangen,AB-2026-11908,Amazon,K-16622,Vorkasse,TEE-OVS-L-SCH,T-Shirt Oversized,L,Schwarz,1,Zu spaet geliefert,Gutschrift,34.9,kundenretoure
RT-2026-4685,2026-05-08,freigegeben,eingegangen,AB-2026-11909,Eigener Shop,K-12480,Vorkasse,TEE-BAS-XS-OLI,T-Shirt Basic,XS,Oliv,1,Gefaellt nicht,Gutschrift,29.9,kundenretoure
RT-2026-4686,2026-04-14,freigegeben,eingegangen,AB-2026-11909,Eigener Shop,K-12480,Vorkasse,HOOD-ZP-XL-SCH,Zip-Hoodie Heavy,XL,Schwarz,1,Nicht mehr benoetigt,Gutschrift,89.9,kundenretoure
RT-2026-4687,2026-02-18,freigegeben,eingegangen,AB-2026-11915,Amazon,K-11499,Vorkasse,JOG-CL-L-OLI,Jogger Classic,L,Oliv,1,Gefaellt nicht,Gutschrift,64.9,kundenretoure
RT-2026-4688,2026-04-29,freigegeben,eingegangen,AB-2026-11918,Eigener Shop,K-18439,PayPal,KLEID-PR-XS-NAV,Sommerkleid Print,XS,Navy,1,Zu gross,Gutschrift,79.9,kundenretoure
RT-2026-4689,2026-03-25,freigegeben,eingegangen,AB-2026-11928,Eigener Shop,K-18761,Vorkasse,HOOD-ZP-XS-OLI,Zip-Hoodie Heavy,XS,Oliv,1,Nicht mehr benoetigt,Gutschrift,89.9,kundenretoure
RT-2026-4690,2026-05-05,freigegeben,eingegangen,AB-2026-11934,Eigener Shop,K-12627,Rechnungskauf,TEE-BAS-XL-WEI,T-Shirt Basic,XL,Weiss,1,Nicht mehr benoetigt,Gutschrift,29.9,kundenretoure
RT-2026-4691,2026-02-21,freigegeben,eingegangen,AB-2026-11939,Amazon,K-17980,Kreditkarte,TEE-BAS-M-NAV,T-Shirt Basic,M,Navy,1,Zu spaet geliefert,Gutschrift,29.9,kundenretoure
RT-2026-4692,2026-04-20,freigegeben,eingegangen,AB-2026-11940,Zalando,K-17792,Rechnungskauf,HOOD-CL-XS-WEI,Hoodie Classic,XS,Weiss,1,Falscher Artikel,Ersatzlieferung,69.9,kundenretoure
RT-2026-4693,2026-05-25,freigegeben,eingegangen,AB-2026-11944,Eigener Shop,K-16301,Vorkasse,TEE-BAS-L-WEI,T-Shirt Basic,L,Weiss,1,Nicht mehr benoetigt,Gutschrift,29.9,kundenretoure
RT-2026-4694,2026-04-27,freigegeben,eingegangen,AB-2026-11949,Zalando,K-14911,Kreditkarte,JOG-CL-S-NAV,Jogger Classic,S,Navy,1,Gefaellt nicht,Gutschrift,64.9,kundenretoure
RT-2026-4695,2026-07-10,freigegeben,eingegangen,AB-2026-11954,Amazon,K-12449,Vorkasse,HOOD-CL-L-SCH,Hoodie Classic,L,Schwarz,1,Gefaellt nicht,Gutschrift,69.9,kundenretoure
RT-2026-4696,2026-04-05,freigegeben,eingegangen,AB-2026-11959,Eigener Shop,K-13992,Rechnungskauf,HOOD-CL-XS-OLI,Hoodie Classic,XS,Oliv,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-4697,2026-06-03,freigegeben,eingegangen,AB-2026-11960,Eigener Shop,K-18478,PayPal,KLEID-PR-M-WEI,Sommerkleid Print,M,Weiss,1,Farbe weicht ab,Gutschrift,79.9,kundenretoure
RT-2026-4698,2026-04-20,freigegeben,eingegangen,AB-2026-11962,Zalando,K-10442,Kreditkarte,TEE-BAS-XS-WEI,T-Shirt Basic,XS,Weiss,1,Zu spaet geliefert,Gutschrift,29.9,kundenretoure
RT-2026-4699,2026-05-22,freigegeben,eingegangen,AB-2026-11962,Zalando,K-10442,Kreditkarte,TEE-BAS-XL-WEI,T-Shirt Basic,XL,Weiss,1,Zu gross,Gutschrift,29.9,kundenretoure
RT-2026-4700,2026-04-21,freigegeben,eingegangen,AB-2026-11962,Zalando,K-10442,Kreditkarte,CAP-LG-L-SCH,Cap Logo,L,Schwarz,1,Entspricht nicht dem Foto,Gutschrift,24.9,kundenretoure
RT-2026-4701,2026-05-09,freigegeben,eingegangen,AB-2026-11962,Zalando,K-10442,Kreditkarte,CAP-LG-XL-SCH,Cap Logo,XL,Schwarz,1,Gefaellt nicht,Gutschrift,24.9,kundenretoure
RT-2026-4702,2026-01-21,freigegeben,eingegangen,AB-2026-11963,Zalando,K-11378,Kreditkarte,JOG-CL-S-NAV,Jogger Classic,S,Navy,1,Zu klein,Gutschrift,64.9,kundenretoure
RT-2026-4703,2026-04-14,freigegeben,eingegangen,AB-2026-11967,Eigener Shop,K-15218,Rechnungskauf,SOCK-3P-XL-WEI,Sneaker Socken 3er-Pack,XL,Weiss,1,,Sonstiges,19.9,nicht_abgeholt
RT-2026-4703,2026-04-14,freigegeben,eingegangen,AB-2026-11967,Eigener Shop,K-15218,Rechnungskauf,HOOD-CL-L-OLI,Hoodie Classic,L,Oliv,1,,Sonstiges,69.9,nicht_abgeholt
RT-2026-4704,2026-01-31,freigegeben,eingegangen,AB-2026-11974,Zalando,K-13857,Rechnungskauf,HOOD-CL-M-NAV,Hoodie Classic,M,Navy,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-4705,2026-01-23,freigegeben,eingegangen,AB-2026-11974,Zalando,K-13857,Rechnungskauf,HOOD-CL-M-WEI,Hoodie Classic,M,Weiss,1,Zu gross,Gutschrift,69.9,kundenretoure
RT-2026-4706,2026-05-17,freigegeben,eingegangen,AB-2026-11979,Amazon,K-13709,Vorkasse,JOG-CL-S-WEI,Jogger Classic,S,Weiss,1,Zu spaet geliefert,Gutschrift,64.9,kundenretoure
RT-2026-4707,2026-05-05,freigegeben,eingegangen,AB-2026-11985,Zalando,K-12989,Kreditkarte,HOOD-ZP-L-NAV,Zip-Hoodie Heavy,L,Navy,1,Nicht mehr benoetigt,Gutschrift,89.9,kundenretoure
RT-2026-4708,2026-06-20,freigegeben,eingegangen,AB-2026-11986,Zalando,K-17988,PayPal,HOOD-CL-L-WEI,Hoodie Classic,L,Weiss,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-4709,2026-01-21,freigegeben,eingegangen,AB-2026-11987,Zalando,K-11088,PayPal,HOOD-CL-XS-SCH,Hoodie Classic,XS,Schwarz,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-4710,2026-02-19,freigegeben,eingegangen,AB-2026-11990,Amazon,K-12060,Vorkasse,TEE-BAS-L-SCH,T-Shirt Basic,L,Schwarz,1,Zu gross,Gutschrift,29.9,kundenretoure
RT-2026-4711,2026-06-24,freigegeben,eingegangen,AB-2026-11995,Eigener Shop,K-15266,Vorkasse,TEE-BAS-XL-NAV,T-Shirt Basic,XL,Navy,1,Zu spaet geliefert,Gutschrift,29.9,kundenretoure
RT-2026-4712,2026-07-18,freigegeben,eingegangen,AB-2026-12003,Amazon,K-13117,PayPal,TEE-OVS-M-WEI,T-Shirt Oversized,M,Weiss,1,Zu klein,Gutschrift,34.9,kundenretoure
RT-2026-4713,2026-01-22,freigegeben,eingegangen,AB-2026-12008,Eigener Shop,K-11223,Rechnungskauf,TEE-BAS-XS-WEI,T-Shirt Basic,XS,Weiss,1,Zu klein,Gutschrift,29.9,kundenretoure
RT-2026-4714,2026-05-19,freigegeben,eingegangen,AB-2026-12009,Eigener Shop,K-11111,Kreditkarte,TEE-OVS-S-OLI,T-Shirt Oversized,S,Oliv,1,Zu klein,Gutschrift,34.9,kundenretoure
RT-2026-4715,2026-02-07,freigegeben,eingegangen,AB-2026-12011,Eigener Shop,K-16525,Rechnungskauf,HOOD-CL-S-SCH,Hoodie Classic,S,Schwarz,1,Gefaellt nicht,Gutschrift,69.9,kundenretoure
RT-2026-4716,2026-08-02,freigegeben,eingegangen,AB-2026-12014,Eigener Shop,K-18960,Vorkasse,HOOD-CL-M-NAV,Hoodie Classic,M,Navy,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-4717,2026-04-10,freigegeben,eingegangen,AB-2026-12020,Eigener Shop,K-16448,PayPal,JOG-CL-XL-OLI,Jogger Classic,XL,Oliv,1,Nicht mehr benoetigt,Gutschrift,64.9,kundenretoure
RT-2026-4718,2026-05-17,freigegeben,eingegangen,AB-2026-12022,Eigener Shop,K-16415,Rechnungskauf,CAP-LG-XL-WEI,Cap Logo,XL,Weiss,1,Gefaellt nicht,Gutschrift,24.9,kundenretoure
RT-2026-4719,2026-05-27,freigegeben,eingegangen,AB-2026-12026,Zalando,K-19005,PayPal,TEE-OVS-M-WEI,T-Shirt Oversized,M,Weiss,1,Zu klein,Gutschrift,34.9,kundenretoure
RT-2026-4720,2026-06-12,freigegeben,eingegangen,AB-2026-12036,Eigener Shop,K-12544,Vorkasse,KLEID-PR-L-WEI,Sommerkleid Print,L,Weiss,1,Gefaellt nicht,Gutschrift,79.9,kundenretoure
RT-2026-4721,2026-03-09,freigegeben,eingegangen,AB-2026-12043,Eigener Shop,K-14177,Kreditkarte,TEE-BAS-L-WEI,T-Shirt Basic,L,Weiss,1,Mangelhafte Qualitaet,Gutschrift,29.9,kundenretoure
RT-2026-4722,2026-05-04,freigegeben,eingegangen,AB-2026-12048,Eigener Shop,K-14071,PayPal,HOOD-CL-M-OLI,Hoodie Classic,M,Oliv,1,Falscher Artikel,Ersatzlieferung,69.9,kundenretoure
RT-2026-4723,2026-04-27,freigegeben,eingegangen,AB-2026-12048,Eigener Shop,K-14071,PayPal,KLEID-PR-S-OLI,Sommerkleid Print,S,Oliv,1,Gefaellt nicht,Gutschrift,79.9,kundenretoure
RT-2026-4724,2026-08-06,freigegeben,eingegangen,AB-2026-12053,Amazon,K-15765,Rechnungskauf,HOOD-ZP-L-SCH,Zip-Hoodie Heavy,L,Schwarz,1,Zu gross,Gutschrift,89.9,kundenretoure
RT-2026-4725,2026-04-29,freigegeben,eingegangen,AB-2026-12057,Eigener Shop,K-19804,Rechnungskauf,CAP-LG-S-SCH,Cap Logo,S,Schwarz,1,,Sonstiges,24.9,nicht_abgeholt
RT-2026-4726,2026-07-31,freigegeben,eingegangen,AB-2026-12074,Eigener Shop,K-17798,Rechnungskauf,TEE-OVS-M-SCH,T-Shirt Oversized,M,Schwarz,1,Zu gross,Gutschrift,34.9,kundenretoure
RT-2026-4727,2026-07-03,freigegeben,eingegangen,AB-2026-12077,Eigener Shop,K-12156,Kreditkarte,KLEID-PR-XL-WEI,Sommerkleid Print,XL,Weiss,1,Entspricht nicht dem Foto,Gutschrift,79.9,kundenretoure
RT-2026-4728,2026-06-01,freigegeben,eingegangen,AB-2026-12078,Zalando,K-15631,Kreditkarte,HOOD-CL-XS-SCH,Hoodie Classic,XS,Schwarz,1,Nicht mehr benoetigt,Gutschrift,69.9,kundenretoure
RT-2026-4729,2026-04-22,freigegeben,eingegangen,AB-2026-12080,Eigener Shop,K-19991,Rechnungskauf,TEE-BAS-S-SCH,T-Shirt Basic,S,Schwarz,1,Zu klein,Gutschrift,29.9,kundenretoure
RT-2026-4730,2026-07-19,freigegeben,eingegangen,AB-2026-12085,Eigener Shop,K-12223,PayPal,TEE-OVS-XS-SCH,T-Shirt Oversized,XS,Schwarz,1,Beschaedigt angekommen,Ersatzlieferung,34.9,kundenretoure
RT-2026-4731,2026-04-20,freigegeben,eingegangen,AB-2026-12087,Zalando,K-16437,Kreditkarte,TEE-BAS-L-SCH,T-Shirt Basic,L,Schwarz,1,Nicht mehr benoetigt,Gutschrift,29.9,kundenretoure
RT-2026-4732,2026-03-01,freigegeben,eingegangen,AB-2026-12092,Eigener Shop,K-13881,PayPal,JOG-CL-M-WEI,Jogger Classic,M,Weiss,1,Gefaellt nicht,Gutschrift,64.9,kundenretoure
RT-2026-4733,2026-02-13,freigegeben,eingegangen,AB-2026-12098,Eigener Shop,K-17399,Kreditkarte,KLEID-PR-L-WEI,Sommerkleid Print,L,Weiss,1,Entspricht nicht dem Foto,Gutschrift,79.9,kundenretoure
RT-2026-4734,2026-04-29,freigegeben,eingegangen,AB-2026-12103,Amazon,K-18317,PayPal,KLEID-PR-L-OLI,Sommerkleid Print,L,Oliv,1,Farbe weicht ab,Gutschrift,79.9,kundenretoure
RT-2026-4735,2026-07-28,freigegeben,eingegangen,AB-2026-12105,Eigener Shop,K-13135,Vorkasse,TEE-BAS-XL-NAV,T-Shirt Basic,XL,Navy,1,Nicht mehr benoetigt,Gutschrift,29.9,kundenretoure
RT-2026-4736,2026-05-19,freigegeben,eingegangen,AB-2026-12110,Zalando,K-10442,PayPal,KLEID-PR-M-NAV,Sommerkleid Print,M,Navy,1,Entspricht nicht dem Foto,Gutschrift,79.9,kundenretoure
RT-2026-4737,2026-06-20,freigegeben,eingegangen,AB-2026-12110,Zalando,K-10442,PayPal,KLEID-PR-XL-NAV,Sommerkleid Print,XL,Navy,1,Zu klein,Gutschrift,79.9,kundenretoure
RT-2026-4738,2026-06-11,freigegeben,eingegangen,AB-2026-12111,Eigener Shop,K-13654,PayPal,KLEID-PR-S-NAV,Sommerkleid Print,S,Navy,1,Zu gross,Gutschrift,79.9,kundenretoure
RT-2026-4739,2026-01-13,freigegeben,eingegangen,AB-2026-12114,Eigener Shop,K-12183,Vorkasse,KLEID-PR-M-OLI,Sommerkleid Print,M,Oliv,1,Farbe weicht ab,Gutschrift,79.9,kundenretoure
RT-2026-4740,2026-03-06,freigegeben,eingegangen,AB-2026-12119,Eigener Shop,K-15162,Rechnungskauf,CAP-LG-S-SCH,Cap Logo,S,Schwarz,1,Gefaellt nicht,Gutschrift,24.9,kundenretoure
RT-2026-4741,2026-07-16,freigegeben,eingegangen,AB-2026-12122,Eigener Shop,K-11275,Vorkasse,TEE-BAS-XS-SCH,T-Shirt Basic,XS,Schwarz,1,Gefaellt nicht,Gutschrift,29.9,kundenretoure
RT-2026-4742,2026-05-26,freigegeben,eingegangen,AB-2026-12129,Eigener Shop,K-10442,Kreditkarte,CAP-LG-M-NAV,Cap Logo,M,Navy,1,Zu klein,Gutschrift,24.9,kundenretoure
RT-2026-4743,2026-05-11,freigegeben,eingegangen,AB-2026-12129,Eigener Shop,K-10442,Kreditkarte,HOOD-ZP-XS-OLI,Zip-Hoodie Heavy,XS,Oliv,1,Beschaedigt angekommen,Ersatzlieferung,89.9,kundenretoure
RT-2026-4744,2026-05-17,freigegeben,eingegangen,AB-2026-12129,Eigener Shop,K-10442,Kreditkarte,HOOD-ZP-XL-OLI,Zip-Hoodie Heavy,XL,Oliv,1,Gefaellt nicht,Gutschrift,89.9,kundenretoure
RT-2026-4745,2026-07-27,freigegeben,eingegangen,AB-2026-12132,Eigener Shop,K-11111,PayPal,TEE-BAS-L-SCH,T-Shirt Basic,L,Schwarz,1,Mangelhafte Qualitaet,Gutschrift,29.9,kundenretoure
RT-2026-4746,2026-04-25,freigegeben,eingegangen,AB-2026-12139,Eigener Shop,K-15660,Kreditkarte,TEE-BAS-S-SCH,T-Shirt Basic,S,Schwarz,1,Zu gross,Gutschrift,29.9,kundenretoure
RT-2026-4747,2026-05-16,freigegeben,eingegangen,AB-2026-12143,Eigener Shop,K-18066,Kreditkarte,CAP-LG-S-WEI,Cap Logo,S,Weiss,1,Gefaellt nicht,Gutschrift,24.9,kundenretoure
RT-2026-4748,2026-04-22,freigegeben,eingegangen,AB-2026-12146,Eigener Shop,K-16505,Rechnungskauf,HOOD-CL-XS-WEI,Hoodie Classic,XS,Weiss,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-4749,2026-04-22,freigegeben,eingegangen,AB-2026-12147,Eigener Shop,K-19872,Rechnungskauf,CAP-LG-L-OLI,Cap Logo,L,Oliv,1,,Sonstiges,24.9,nicht_abgeholt
RT-2026-4750,2026-06-13,freigegeben,eingegangen,AB-2026-12152,Zalando,K-14462,PayPal,KLEID-PR-XL-SCH,Sommerkleid Print,XL,Schwarz,1,Zu gross,Gutschrift,79.9,kundenretoure
RT-2026-4751,2026-02-03,freigegeben,eingegangen,AB-2026-12155,Eigener Shop,K-19291,PayPal,HOOD-CL-XL-OLI,Hoodie Classic,XL,Oliv,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-4752,2026-05-01,freigegeben,eingegangen,AB-2026-12158,Eigener Shop,K-13103,Kreditkarte,HOOD-CL-XL-WEI,Hoodie Classic,XL,Weiss,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-4753,2026-06-03,freigegeben,eingegangen,AB-2026-12165,Amazon,K-12222,Vorkasse,HOOD-ZP-M-OLI,Zip-Hoodie Heavy,M,Oliv,1,Nicht mehr benoetigt,Gutschrift,89.9,kundenretoure
RT-2026-4754,2026-02-14,freigegeben,eingegangen,AB-2026-12166,Eigener Shop,K-13943,PayPal,JOG-CL-XL-WEI,Jogger Classic,XL,Weiss,1,Entspricht nicht dem Foto,Gutschrift,64.9,kundenretoure
RT-2026-4755,2026-07-13,freigegeben,eingegangen,AB-2026-12183,Eigener Shop,K-11362,Vorkasse,TEE-BAS-L-NAV,T-Shirt Basic,L,Navy,1,Nicht mehr benoetigt,Gutschrift,29.9,kundenretoure
RT-2026-4756,2026-03-06,freigegeben,eingegangen,AB-2026-12192,Eigener Shop,K-11840,Rechnungskauf,JOG-CL-L-NAV,Jogger Classic,L,Navy,1,Gefaellt nicht,Gutschrift,64.9,kundenretoure
RT-2026-4757,2026-05-27,freigegeben,eingegangen,AB-2026-12193,Eigener Shop,K-15021,Rechnungskauf,HOOD-CL-XL-SCH,Hoodie Classic,XL,Schwarz,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-4758,2026-07-02,freigegeben,eingegangen,AB-2026-12210,Eigener Shop,K-12548,Vorkasse,HOOD-CL-L-NAV,Hoodie Classic,L,Navy,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-4759,2026-03-29,freigegeben,eingegangen,AB-2026-12212,Eigener Shop,K-11970,PayPal,JOG-CL-XL-SCH,Jogger Classic,XL,Schwarz,1,Gefaellt nicht,Gutschrift,64.9,kundenretoure
